Temp,Group,SGR_WW
28,CNS,0.081728139
28,CNS,0.155483074
28,CNS,-0.019049485
28,CNS,0.404925146
28,CNS,0.03065912
28,CNS,0.314664153
28,CNS,0.144868957
28,CNS,0.01331875
28,CNS,0.150411644
28,CNS,0.138097216
28,CNS,0.047777521
28,CNS,0.06769091
28,CNS,-0.039801044
28,CNS,-0.120873615
28,CNS,0.120221202
28,CNS,-0.084890034
28,CNS,0.260837486
28,CNS,0.089621761
28,CNS,-0.073562796
28,CNS,0.276138372
28,CNS,0.231997588
28,CNS,0.064509865
28,CNS,0.005367728
28,CNS,-0.046733537
28,CNS,0.225975702
28,CNS,0.143949278
28,CNS,0.201459635
28,CNS,0.278235515
28,CNS,0.027843256
28,CNS,0.004229372
28,CNS,0.233223484
28,CNS,0.21707972
28,CNS,0.309297403
28,CNS,0.1278072
28,CNS,0.147692858
28,CNS,0.260970513
28,CNS,0.158753969
28,CNS,0.086459275
28,CNS,0.415868344
28,CNS,0.12396864
28,CNS,0.229269642
28,CNS,0.053843276
28,CNS,0.148030139
28,CNS,0.414669951
28,CNS,0.225258393
28,CNS,0.339990985
28,CNS,0.261821293
28,CNS,-0.002770856
28,CNS,0.233900038
28,CNS,-0.073637031
28,CNS,0.21646745
28,CNS,0.35566313
28,CNS,0.273658681
28,CNS,0.18435805
28,CNS,0.334168106
28,CNS,0.325729175
28,CNS,0.589296445
28,CNS,0.154239854
26,CNS,0.238909094
26,CNS,0.172160421
26,CNS,0.220406349
26,CNS,0.241349253
26,CNS,0.196969454
26,CNS,0.34554335
26,CNS,0.256806925
26,CNS,0.066039871
26,CNS,0.326351525
26,CNS,0.443739105
26,CNS,0.449342814
26,CNS,0.320950563
26,CNS,0.011770685
26,CNS,0.273407495
26,CNS,0.055601921
26,CNS,0.192797953
26,CNS,0.442768327
26,CNS,0.372063329
26,CNS,0.278632743
26,CNS,0.411250917
26,CNS,0.162931385
26,CNS,0.372960074
26,CNS,0.297795324
26,CNS,0.414994674
26,CNS,0.17734442
26,CNS,0.315376507
26,CNS,0.166084733
26,CNS,0.411911772
26,CNS,0.17943827
26,CNS,0.551051929
26,CNS,0.429423113
26,CNS,0.693312755
26,CNS,0.077429816
26,CNS,0.285588476
26,CNS,0.512032954
26,CNS,0.318564847
26,CNS,0.310710004
26,CNS,0.646710332
26,CNS,0.215941531
26,CNS,0.055109058
26,CNS,0.597766002
26,CNS,0.397029659
26,CNS,0.38030482
26,CNS,0.359016812
26,CNS,0.494278488
26,CNS,0.368586328
26,CNS,0.39818107
26,CNS,0.410676962
26,CNS,0.394352277
26,CNS,0.540517228
26,CNS,0.495019786
26,CNS,0.369057671
26,CNS,0.389976561
26,CNS,0.395483962
26,CNS,0.204889513
26,CNS,0.354607175
26,CNS,0.400131596
26,CNS,0.473305564
26,CNS,0.324562498
26,CNS,0.416923132
26,CNS,0.529909891
26,CNS,0.441978992
26,CNS,0.514992234
26,CNS,0.550927829
26,CNS,0.283160341
26,CNS,0.302008581
26,CNS,0.341089691
26,CNS,0.561716165
26,CNS,0.413073467
26,CNS,0.365071601
26,CNS,0.232582613
26,CNS,-0.026499476
26,CNS,0.445228031
24,CNS,0.296002517
24,CNS,0.493819582
24,CNS,0.638123727
24,CNS,0.572718953
24,CNS,0.494606643
24,CNS,0.429122423
24,CNS,0.400034356
24,CNS,0.437284985
24,CNS,0.302479991
24,CNS,0.335501927
24,CNS,0.480164132
24,CNS,0.299618504
24,CNS,0.449662743
24,CNS,0.581270261
24,CNS,0.357134611
24,CNS,0.547054868
24,CNS,0.545761819
24,CNS,0.504688198
24,CNS,0.386918316
24,CNS,0.38197983
24,CNS,0.650453191
24,CNS,0.350824341
24,CNS,0.553998539
24,CNS,NA
24,CNS,0.424614945
24,CNS,0.471047543
24,CNS,0.517413557
24,CNS,0.510811281
24,CNS,0.343019644
24,CNS,0.456655585
24,CNS,0.393661946
24,CNS,0.419243906
24,CNS,0.507296327
24,CNS,0.41370248
24,CNS,0.331143589
24,CNS,0.234574803
24,CNS,0.582427997
24,CNS,0.393796543
24,CNS,0.587776428
24,CNS,0.601659428
24,CNS,0.409689667
24,CNS,0.40415851
24,CNS,0.442074316
24,CNS,0.394730937
24,CNS,0.434826911
24,CNS,0.531839904
24,CNS,0.31281566
24,CNS,0.483611532
24,CNS,0.437274316
24,CNS,0.259153494
24,CNS,0.565503706
26,CNS,0.196200001
24,CNS,0.547715575
24,CNS,0.416196031
24,CNS,0.581308612
24,CNS,0.370364203
24,CNS,0.540392546
24,CNS,0.709666818
24,CNS,0.352843633
24,CNS,0.441809435
24,CNS,0.353181182
24,CNS,0.688839659
24,CNS,0.46125139
22,CNS,0.535088703
22,CNS,0.284136972
22,CNS,0.520103985
22,CNS,0.398469296
22,CNS,0.232378596
22,CNS,0.493429259
22,CNS,0.146159676
22,CNS,0.194759212
22,CNS,0.507464075
22,CNS,0.545861229
22,CNS,0.342306704
22,CNS,0.340365398
22,CNS,0.462830949
22,CNS,0.442218201
22,CNS,0.327938775
22,CNS,0.511788914
22,CNS,0.176479391
22,CNS,0.441043015
22,CNS,0.292273942
22,CNS,0.160257232
22,CNS,0.522331252
22,CNS,0.407598423
22,CNS,0.525568518
22,CNS,0.287727892
22,CNS,0.086380502
22,CNS,0.45300887
22,CNS,0.32132974
22,CNS,0.525838408
22,CNS,0.323612576
22,CNS,0.545934901
22,CNS,0.524326656
22,CNS,0.081858355
22,CNS,0.65785753
22,CNS,0.370062616
22,CNS,0.307691906
22,CNS,0.445503428
22,CNS,0.500910253
22,CNS,0.378029034
22,CNS,0.352631344
22,CNS,0.485065867
22,CNS,0.607520075
22,CNS,0.555636135
22,CNS,0.538710336
22,CNS,0.446358417
22,CNS,0.499017925
22,CNS,0.329682862
22,CNS,0.428011879
22,CNS,0.657650054
22,CNS,0.586335297
22,CNS,0.294407358
22,CNS,0.46911131
22,CNS,0.477368188
22,CNS,0.394341241
22,CNS,0.099633849
22,CNS,0.494242165
22,CNS,0.332076109
22,CNS,0.416707287
22,CNS,0.541138648
22,CNS,0.794697365
22,CNS,0.632664592
22,CNS,0.634965913
22,CNS,0.900603872
22,CNS,0.542107932
22,CNS,0.403515958
22,CNS,0.529060573
22,CNS,0.076365481
22,CNS,0.503259008
22,CNS,0.482798804
22,CNS,0.56333678
20,CNS,0.504233421
20,CNS,0.300463555
20,CNS,0.199471076
20,CNS,0.244878767
20,CNS,0.733294229
20,CNS,0.56900988
20,CNS,0.645826692
20,CNS,0.648970566
20,CNS,0.359549933
20,CNS,0.416836441
20,CNS,0.378688652
20,CNS,0.397144967
20,CNS,0.147645645
20,CNS,0.463728192
20,CNS,0.436400278
20,CNS,0.505613463
20,CNS,0.265403153
20,CNS,0.21036325
20,CNS,0.381007481
20,CNS,0.486604507
20,CNS,0.671917928
20,CNS,0.459145088
20,CNS,0.499819275
20,CNS,0.191638014
20,CNS,0.265982182
20,CNS,0.398217672
20,CNS,0.466962804
20,CNS,0.448876822
20,CNS,0.092420948
20,CNS,0.410989665
20,CNS,0.547839936
20,CNS,0.577045483
20,CNS,0.477016763
20,CNS,0.496700872
20,CNS,0.583712601
20,CNS,0.420410157
20,CNS,0.316821385
20,CNS,0.377563986
20,CNS,0.438031867
20,CNS,0.348506624
20,CNS,0.184134938
20,CNS,0.563739336
20,CNS,0.529792461
20,CNS,0.53005172
20,CNS,0.363783907
20,CNS,0.511475661
20,CNS,0.293129301
20,CNS,0.39015116
20,CNS,0.480977735
20,CNS,0.424155105
20,CNS,0.087205536
20,CNS,0.57412005
20,CNS,0.78792253
20,CNS,0.430392327
20,CNS,0.38415815
20,CNS,0.629733248
20,CNS,0.625768878
20,CNS,0.366118986
20,CNS,0.708597991
20,CNS,0.537981739
20,CNS,0.564986836
20,CNS,0.308888415
20,CNS,0.525414376
20,CNS,0.549367458
20,CNS,0.196099334
20,CNS,0.095960643
20,CNS,0.477334868
20,CNS,0.667237386
20,CNS,0.67891821
22,CNS,0.112457631
20,CNS,0.459799805
20,CNS,0.560853849
20,CNS,0.497913222
20,CNS,0.583917154
20,CNS,0.660954354
20,CNS,0.598924234
20,CNS,0.562797982
20,CNS,0.509434741
18,CNS,0.501953623
18,CNS,0.552708686
18,CNS,0.340765267
18,CNS,0.511142897
18,CNS,0.294190754
18,CNS,0.365626752
18,CNS,0.452670941
18,CNS,0.334813356
18,CNS,0.443980764
18,CNS,0.508107988
18,CNS,0.400341431
18,CNS,0.583163466
18,CNS,0.368893347
18,CNS,0.196664318
18,CNS,0.475640207
18,CNS,0.489150908
18,CNS,0.374672928
18,CNS,0.340300224
18,CNS,0.212637325
18,CNS,0.430178039
18,CNS,0.676543053
18,CNS,0.361015725
18,CNS,0.444525388
18,CNS,0.608207507
18,CNS,0.379815798
18,CNS,0.596760549
18,CNS,0.454846938
18,CNS,0.214825119
18,CNS,0.413098908
18,CNS,0.290105212
18,CNS,0.29037081
18,CNS,0.393044263
18,CNS,0.575743763
18,CNS,0.363700495
18,CNS,0.437282346
18,CNS,0.35634772
18,CNS,0.41190887
18,CNS,0.379264378
18,CNS,0.452213141
18,CNS,0.465635821
18,CNS,0.377854926
18,CNS,0.58694836
18,CNS,0.349384169
18,CNS,0.734233363
18,CNS,0.58724367
18,CNS,0.289130268
18,CNS,0.461235233
18,CNS,0.57524809
18,CNS,0.432706512
18,CNS,0.720425173
18,CNS,0.406871052
18,CNS,0.595879679
18,CNS,0.339166836
18,CNS,0.172805054
18,CNS,0.411968734
18,CNS,0.288640208
18,CNS,0.300252939
18,CNS,0.183435864
18,CNS,0.599860858
18,CNS,NA
18,CNS,0.631727223
18,CNS,0.397002671
18,CNS,NA
18,CNS,0.127771531
18,CNS,0.083169029
18,CNS,0.129342218
18,CNS,0.422160016
18,CNS,0.4699462
18,CNS,0.644040347
18,CNS,0.684205624
18,CNS,0.423704619
18,CNS,0.531411741
18,CNS,0.03992963
18,CNS,0.466723108
18,CNS,0.571045443
18,CNS,0.485621277
16,CNS,0.419644647
16,CNS,0.465887083
16,CNS,0.421458394
16,CNS,0.483009956
16,CNS,0.287518801
16,CNS,0.445884373
16,CNS,0.331740293
16,CNS,0.258875032
16,CNS,0.568653946
16,CNS,0.339174953
16,CNS,0.554573946
16,CNS,0.446036476
16,CNS,0.463944765
16,CNS,0.292094563
16,CNS,0.091433901
16,CNS,0.51144763
16,CNS,0.318245597
16,CNS,0.025256874
16,CNS,0.011598658
16,CNS,0.160953701
16,CNS,0.652081349
16,CNS,0.289771329
16,CNS,0.608188926
16,CNS,0.294083777
16,CNS,0.521600414
16,CNS,0.489303219
16,CNS,NA
16,CNS,0.015650487
16,CNS,0.236924031
16,CNS,0.605419353
16,CNS,0.044531856
16,CNS,0.234920473
16,CNS,0.403071439
16,CNS,0.401226653
16,CNS,0.429714279
16,CNS,0.467977544
16,CNS,0.620992241
16,CNS,0.429266852
16,CNS,0.220110919
16,CNS,0.542475098
16,CNS,0.273877924
16,CNS,0.533878289
16,CNS,0.391862826
16,CNS,0.338410994
16,CNS,0.285451628
16,CNS,0.187978229
16,CNS,NA
16,CNS,0.323187401
16,CNS,0.688535516
16,CNS,0.688268122
16,CNS,0.189528349
16,CNS,0.534748449
13,CNS,0.307017163
13,CNS,0.313451943
13,CNS,0.398176275
10,CNS,0.441769247
13,CNS,0.397548009
13,CNS,0.355477131
13,CNS,0.576109587
13,CNS,0.347674478
13,CNS,0.476894864
13,CNS,0.262172338
13,CNS,0.541619764
13,CNS,0.417372433
13,CNS,0.360840136
13,CNS,0.449822776
13,CNS,0.591641814
13,CNS,0.110538897
13,CNS,0.340728179
13,CNS,0.447947054
13,CNS,0.427412126
13,CNS,NA
13,CNS,0.422304455
13,CNS,0.38800575
13,CNS,0.322300569
13,CNS,0.443144377
13,CNS,0.355249754
13,CNS,NA
13,CNS,0.469962596
13,CNS,0.304850576
13,CNS,0.48444614
13,CNS,0.445572719
13,CNS,0.125772393
13,CNS,0.441480392
13,CNS,0.373640485
13,CNS,NA
13,CNS,0.455418225
13,CNS,0.069973561
13,CNS,0.382735998
13,CNS,0.408779087
13,CNS,0.33787244
13,CNS,0.593414642
13,CNS,0.464582236
13,CNS,0.402558088
13,CNS,NA
13,CNS,0.371372329
13,CNS,0.348805466
13,CNS,0.571491819
13,CNS,0.445556436
13,CNS,0.349148393
13,CNS,0.541623998
13,CNS,0.379498247
13,CNS,0.487945686
13,CNS,0.51389693
13,CNS,0.523656789
13,CNS,0.528226798
13,CNS,0.441978992
13,CNS,0.42208444
13,CNS,0.305844034
10,CNS,0.399429767
10,CNS,0.391588022
16,CNS,0.230085144
10,CNS,0.457045129
10,CNS,0.358674156
10,CNS,0.336742113
10,CNS,0.340054917
10,CNS,0.335079838
10,CNS,0.355623729
10,CNS,0.224054589
10,CNS,0.306812674
10,CNS,0.308964843
10,CNS,0.227580815
10,CNS,0.343248184
10,CNS,0.296398353
10,CNS,0.394558424
10,CNS,0.393436143
10,CNS,0.490548316
10,CNS,0.151522496
10,CNS,0.447016262
10,CNS,0.355012536
10,CNS,0.328452219
10,CNS,0.283993997
10,CNS,0.299265769
10,CNS,0.3883957
10,CNS,0.498617132
10,CNS,0.148859349
10,CNS,0.336543239
10,CNS,0.232582613
10,CNS,0.379086505
10,CNS,0.37608992
10,CNS,0.199093569
10,CNS,0.416066227
10,CNS,0.279970657
10,CNS,0.419986253
10,CNS,0.201614163
10,CNS,0.543882959
10,CNS,0.357654897
10,CNS,0.271056658
10,CNS,0.217198379
10,CNS,0.369262649
10,CNS,0.436522204
10,CNS,0.346708976
10,CNS,0.429990331
10,CNS,0.361785477
10,CNS,0.259817622
10,CNS,0.243037688
10,CNS,0.361965517
10,CNS,0.304412937
10,CNS,0.40689299
10,CNS,0.432287634
10,CNS,0.339593559
10,CNS,0.366290047
10,CNS,0.374672928
10,CNS,0.432708713
28,CNS,0.266720527
18,CNS,0.564042126
24,CNS,0.313204468
22,CNS,0.387859551
18,CNS,0.452504465
22,CNS,0.058110983
26,CNS,0.223562039
10,CNS,0.412668206
10,CNS,0.227053405
28,CNN,0.344277375
28,CNN,0.355445111
28,CNN,0.232012951
28,CNN,-0.032615334
28,CNN,-0.049242263
28,CNN,0.232147567
28,CNN,0.108215736
28,CNN,0.073482205
28,CNN,0.146679499
28,CNN,0.217235791
28,CNN,0.142802835
28,CNN,0.059127479
28,CNN,0.247764987
28,CNN,0.046976327
26,CNN,0.143366565
28,CNN,0.163826365
28,CNN,0.073755272
28,CNN,0.239431498
28,CNN,0.185393275
28,CNN,0.411292078
26,CNN,0.094940478
26,CNN,0.382351759
26,CNN,0.607750153
26,CNN,0.251102847
26,CNN,0.294324188
26,CNN,0.321802315
26,CNN,0.272568287
26,CNN,0.5555415
26,CNN,0.493738851
26,CNN,0.107963174
26,CNN,-0.00290108
26,CNN,0.203728957
13,CNN,0.193658578
26,CNN,0.41133337
26,CNN,0.036938745
26,CNN,0.337273491
26,CNN,0.344931288
26,CNN,0.129234608
26,CNN,0.426872557
26,CNN,0.349227033
26,CNN,0.274779327
26,CNN,0.1645435
26,CNN,0.424008191
26,CNN,0.073528584
26,CNN,0.165079378
26,CNN,0.118940953
26,CNN,0.179456355
26,CNN,0.25868535
26,CNN,0.182502259
26,CNN,0.151653292
26,CNN,0
26,CNN,0.072017257
26,CNN,0.54072277
26,CNN,0.424340163
26,CNN,0.021055151
26,CNN,0.355365831
26,CNN,0.152464914
26,CNN,0.357733467
26,CNN,0.295236912
26,CNN,0.116123429
26,CNN,0.062897786
26,CNN,0.790456351
26,CNN,0.072760213
26,CNN,0.061929926
26,CNN,0.512945154
26,CNN,0.388217555
26,CNN,0.420232226
26,CNN,0.070867348
26,CNN,0.407333138
26,CNN,0.273377545
26,CNN,0.354010349
26,CNN,0.444930312
26,CNN,0.539116278
24,CNN,0.512128285
24,CNN,-0.026460027
24,CNN,0.420181157
24,CNN,0.473372855
24,CNN,0.057664885
24,CNN,0.499326017
24,CNN,0.583840684
24,CNN,0.026867262
24,CNN,0.350242807
24,CNN,0.094585604
24,CNN,0.608117935
24,CNN,0.189794561
24,CNN,0.139070159
24,CNN,0.446588447
24,CNN,0.338207131
24,CNN,0.510306846
24,CNN,0.212185895
24,CNN,0.035645525
24,CNN,0.273598047
24,CNN,0.612930168
24,CNN,0.488610436
24,CNN,0.429196643
24,CNN,0.176533071
24,CNN,0.179221299
24,CNN,0.418585437
24,CNN,0.397566687
24,CNN,0.229395088
24,CNN,0.842608812
24,CNN,0.743970879
24,CNN,0.710029066
24,CNN,0.671482027
24,CNN,0.450516787
24,CNN,0.435266316
24,CNN,0.562224928
24,CNN,0.242162108
24,CNN,0.248974732
24,CNN,0.435110446
24,CNN,0.392391814
24,CNN,0.315898194
24,CNN,0.478906162
24,CNN,0.638195798
24,CNN,0.509904451
24,CNN,0.657926518
24,CNN,0.721510096
24,CNN,0.440258545
24,CNN,0.540193021
24,CNN,0.932173806
24,CNN,0.377959162
24,CNN,0.662426255
24,CNN,NA
24,CNN,0.608437571
24,CNN,0.134353158
24,CNN,0.654808331
24,CNN,0.569537984
24,CNN,0.63842476
24,CNN,0.584792875
24,CNN,0.676424573
24,CNN,0.576246301
24,CNN,0.679661606
22,CNN,0.213124092
22,CNN,0.670134974
22,CNN,0.360386343
22,CNN,0.276998031
22,CNN,0.435096296
22,CNN,0.482605028
22,CNN,0.622074508
22,CNN,NA
22,CNN,0.354175269
22,CNN,0.327265456
22,CNN,0.625561813
22,CNN,0.354406366
22,CNN,0.534731916
22,CNN,0.646453955
22,CNN,0.401185954
22,CNN,0.611391354
22,CNN,0.566264192
22,CNN,0.169924662
22,CNN,0.557890336
22,CNN,0.664175608
22,CNN,0.467537325
22,CNN,0.319646747
22,CNN,0.3528241
22,CNN,0.639790725
22,CNN,0.41753219
22,CNN,0.295488352
22,CNN,0.466656966
22,CNN,-0.01260634
22,CNN,0.773191092
22,CNN,0.723773688
22,CNN,0.512140513
22,CNN,0.641236834
22,CNN,0.280906004
22,CNN,0.607023401
22,CNN,0.250718645
22,CNN,0.890925495
22,CNN,0.857990891
22,CNN,0.422549145
22,CNN,0.343719001
22,CNN,0.357753854
22,CNN,0.103599759
22,CNN,0.007457234
22,CNN,0.64543955
22,CNN,0.133744063
22,CNN,0.661396473
22,CNN,0.467916962
22,CNN,0.540805081
22,CNN,0.504439961
22,CNN,0.841805943
22,CNN,0.326212565
22,CNN,0.51976259
22,CNN,0.765120635
22,CNN,0.92755913
22,CNN,0.574942486
22,CNN,0.488516149
22,CNN,0.221542289
22,CNN,0.643900787
22,CNN,0.618977947
20,CNN,0.743989941
20,CNN,0.467963928
20,CNN,0.489170295
20,CNN,0.510455099
20,CNN,0.647918736
20,CNN,0.497409411
20,CNN,0.708273073
20,CNN,0.52708219
20,CNN,0.638263402
20,CNN,0.313992685
20,CNN,0.378614225
20,CNN,0.716789184
20,CNN,0.518514955
20,CNN,0.401809434
20,CNN,0.479082027
20,CNN,0.785385186
20,CNN,0.735678851
20,CNN,0.240397084
20,CNN,0.617229334
20,CNN,0.488124063
20,CNN,NA
20,CNN,0.453689586
20,CNN,0.421130446
20,CNN,0.532957249
20,CNN,0.505967649
20,CNN,0.759888766
20,CNN,0.466110588
20,CNN,0.861620189
20,CNN,0.861855983
20,CNN,0.527819335
20,CNN,0.381524302
20,CNN,0.438031867
20,CNN,0.899127569
20,CNN,0.364468572
20,CNN,0.473299022
20,CNN,0.667011061
20,CNN,0.103786637
16,CNN,0.818752037
16,CNN,0.4348663
16,CNN,0.744546116
16,CNN,0.508214356
16,CNN,0.676844585
16,CNN,0.778061122
16,CNN,0.658285999
16,CNN,0.802445551
16,CNN,0.679077601
16,CNN,0.699695531
16,CNN,0.837032246
16,CNN,0.488124063
16,CNN,0.826245003
16,CNN,0.821464284
16,CNN,0.689469605
16,CNN,0.724702413
16,CNN,0.471693986
16,CNN,0.847961914
16,CNN,0.737225109
16,CNN,0.596768663
16,CNN,1.035667011
16,CNN,0.929986908
16,CNN,0.821365794
16,CNN,0.647390924
16,CNN,0.675093433
16,CNN,0.808980023
16,CNN,0.367443601
16,CNN,0.550770298
16,CNN,0.959479628
16,CNN,0.701292399
16,CNN,0.704223601
16,CNN,0.837411135
16,CNN,0.861642202
16,CNN,0.75839093
16,CNN,0.468381849
16,CNN,0.617156878
16,CNN,0.352543792
16,CNN,0.664224753
16,CNN,0.783414209
16,CNN,0.74318952
16,CNN,0.667404333
16,CNN,0.881647254
16,CNN,0.537164871
16,CNN,0.416141562
16,CNN,0.752525368
16,CNN,0.686719953
16,CNN,0.729985389
16,CNN,0.804515895
16,CNN,0.771472264
16,CNN,0.629232587
16,CNN,1.005890309
16,CNN,0.794148074
16,CNN,0.824117801
16,CNN,0.950158021
16,CNN,0.725180721
16,CNN,0.592222613
16,CNN,0.701736531
16,CNN,0.206170963
16,CNN,0.685529798
16,CNN,0.929047676
16,CNN,0.715620823
16,CNN,0.51495614
16,CNN,0.83529439
16,CNN,0.349952775
16,CNN,0.652527826
16,CNN,0.88043821
16,CNN,0.812471154
16,CNN,0.682124456
16,CNN,0.640944978
16,CNN,0.653155164
13,CNN,0.380299337
13,CNN,0.545810987
13,CNN,0.274983473
13,CNN,0.425019117
13,CNN,0.512092173
13,CNN,0.686875682
13,CNN,0.448915299
13,CNN,0.431907168
13,CNN,0.548999157
13,CNN,0.540278238
13,CNN,0.361548837
13,CNN,0.589950512
13,CNN,0.536326705
13,CNN,0.619877829
13,CNN,0.62784753
13,CNN,0.375486441
13,CNN,0.485523991
13,CNN,0.41133337
13,CNN,0.544465445
13,CNN,0.653428068
13,CNN,0.529127655
13,CNN,0.513528138
13,CNN,0.36447784
13,CNN,0.616665339
13,CNN,0.61034016
13,CNN,0.369368037
13,CNN,0.470315962
13,CNN,0.678991301
13,CNN,0.475316226
13,CNN,0.71842917
13,CNN,0.567733149
13,CNN,0.630283276
13,CNN,0.606947444
13,CNN,0.690770429
13,CNN,0.409181931
13,CNN,0.688717159
13,CNN,0.494547822
13,CNN,0.616582423
13,CNN,0.548993595
13,CNN,0.442780234
13,CNN,0.6075129
13,CNN,0.518517888
13,CNN,0.598952093
13,CNN,0.649206043
13,CNN,0.663745074
13,CNN,0.469675773
13,CNN,0.59852905
13,CNN,0.527884602
13,CNN,0.673754241
13,CNN,0.507879583
13,CNN,0.171223224
13,CNN,0.479873721
13,CNN,0.591290675
13,CNN,0.668624596
13,CNN,0.545282428
13,CNN,0.569051325
13,CNN,0.830949526
13,CNN,0.57590034
13,CNN,0.318577342
13,CNN,0.723450691
13,CNN,0.819863178
13,CNN,0.728551696
13,CNN,0.852017832
13,CNN,0.444637837
13,CNN,0.753621499
13,CNN,0.75795303
13,CNN,0.808794757
13,CNN,1.037370568
13,CNN,0.576295476
10,CNN,0.374914453
10,CNN,0.385081767
10,CNN,0.300236719
10,CNN,0.282912969
10,CNN,0.469295618
10,CNN,0.389520317
10,CNN,0.406451923
10,CNN,0.397171485
10,CNN,0.420850972
10,CNN,0.453448485
10,CNN,0.494034477
10,CNN,0.369790282
10,CNN,0.500829173
10,CNN,0.427604032
10,CNN,0.45851053
13,CNN,0.726851566
10,CNN,0.397029659
10,CNN,0.33916495
10,CNN,0.524511511
10,CNN,0.486371521
10,CNN,0.466645583
10,CNN,0.4351992
10,CNN,0.42341114
10,CNN,0.474926622
10,CNN,0.368338937
10,CNN,0.436483639
10,CNN,0.540884214
10,CNN,0.276772265
10,CNN,0.491879552
10,CNN,0.465670494
10,CNN,0.440683688
10,CNN,0.511290553
10,CNN,0.390566072
10,CNN,0.51337863
10,CNN,0.492011727
10,CNN,0.512068566
10,CNN,0.505896819
10,CNN,0.461162853
10,CNN,0.405043994
10,CNN,0.447258387
10,CNN,0.514388662
10,CNN,0.480014391
10,CNN,0.484087089
10,CNN,0.417025374
10,CNN,0.460800135
10,CNN,0.483793532
10,CNN,0.446679683
10,CNN,0.480201734
10,CNN,0.264854256
10,CNN,0.442714972
10,CNN,0.532325987
10,CNN,0.332131667
10,CNN,0.377913209
10,CNN,0.312069307
10,CNN,0.487518179
10,CNN,0.355920554
10,CNN,0.479470121
10,CNN,0.580525215
10,CNN,NA
10,CNN,0.523115855
10,CNN,0.380882536
10,CNN,0.540933001
10,CNN,0.460957064
10,CNN,0.530839692
10,CNN,0.334888052
10,CNN,0.429109196
10,CNN,0.415484489
10,CNN,0.534188664
18,CNN,0.376988203
10,CNN,0.538482461
20,CNN,0.204291545
20,CNN,0.638064294
26,CNN,-0.087093601
18,CNN,0.827752446
28,CNN,0.123529292
26,CNN,0
13,CNN,0.672239867
10,CNN,0.257854728
22,CNN,0.649514485
13,CNN,0.552341721
20,CNN,0.846757864
20,CNN,0.722216777
20,CNN,0.894132174
20,CNN,0.389274659
20,CNN,0.085639267
20,CNN,0.553794219
20,CNN,0.297947061
20,CNN,0.758367856
20,CNN,0.636184614
20,CNN,0.294274504
20,CNN,0.441836055
20,CNN,0.651456819
20,CNN,0.559756842
20,CNN,0.956214899
20,CNN,0.533042294
20,CNN,0.788581427
20,CNN,0.655801282
20,CNN,0.870078393
20,CNN,0.501744057
20,CNN,0.378827792
20,CNN,0.634393941
20,CNN,0.729140804
20,CNN,0.425197494
20,CNN,0.888773075
20,CNN,0.958978993
20,CNN,0.672827929
20,CNN,0.412928649
20,CNN,0.196969454
20,CNN,0.385081767
20,CNN,0.830638203
20,CNN,0.691826427
18,CNN,0.71356565
18,CNN,0.644271446
18,CNN,0.740004471
18,CNN,0.585423179
18,CNN,1.025757557
18,CNN,0.357207267
18,CNN,0.355783825
18,CNN,0.701528626
18,CNN,0.66819586
18,CNN,0.682806938
18,CNN,0.649816783
18,CNN,0.699616465
18,CNN,0.468069212
18,CNN,0.729406383
18,CNN,0.663219222
18,CNN,0.650039585
18,CNN,0.677800118
18,CNN,0.756634249
18,CNN,0.708260348
18,CNN,0.7516873
18,CNN,0.208917346
18,CNN,0.375071486
18,CNN,0.751329339
18,CNN,0.568150631
18,CNN,0.714842693
18,CNN,0.74400153
18,CNN,0.391735206
18,CNN,0.697162719
18,CNN,0.858558662
18,CNN,0.31089766
18,CNN,0.594968077
18,CNN,0.233488997
18,CNN,0.591214156
18,CNN,1.005113753
18,CNN,0.956834816
18,CNN,0.524050741
18,CNN,0.57155184
18,CNN,0.705884718
18,CNN,0.711629914
18,CNN,0.751070399
18,CNN,0.515464846
18,CNN,0.387733589
18,CNN,0.611289017
18,CNN,0.451311005
18,CNN,0.911101488
18,CNN,0.452855972
18,CNN,0.90794504
18,CNN,0.964568032
18,CNN,0.526392084
18,CNN,0.361115382
18,CNN,0.362348284
18,CNN,0.51244831
18,CNN,0.444442194
18,CNN,0.232004164
18,CNN,0.451538968
18,CNN,0.287663496
18,CNN,0.867686795
18,CNN,0.754191638
18,CNN,0.817473427
18,CNN,0.771120564
18,CNN,0.714592197
18,CNN,0.3463707
18,CNN,0.865390132
18,CNN,0.541469026
18,CNN,0.351254895
18,CNN,0.596154993
18,CNN,0.777826491
18,CNN,0.417152583
18,CNN,0.543514513
18,CNN,0.485873488
18,CNN,0.793083913
18,CNN,0.772683065
18,CNN,0.663950065
18,CNN,0.763545322
18,CNN,0.702253226
18,CNN,0.756388724
18,CNN,0.806188449
18,CNN,0.786689308
18,CNN,0.776654432
18,CNN,0.661923579
18,CNN,0.491516626
18,CNN,0.464682327
18,CNN,0.922216773
20,CNN,0.61034016
